"Game Title";"Console";"Year";"Genre";"Game_Company";"Type";"Console_Company";"Console Release Year";"Console Disco Year";"Consoles sold (million)";"North America_Sales";"Europe_Sales";"Japan_Sales";"Global_Sales"
"Fallout: Brotherhood of Steel";"XBOX";2004;"Role-Playing";"Avalon Interactive";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Strawberry Shortcake: Strawberryland Games";"Nintendo DS";2006;"Action";"Game Factory";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Koi to Senkyo to Chocolate Portable";"PSP";2012;"Adventure";"Kadokawa Shoten";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"IndyCar Series";"XBOX";2003;"Racing";"Codemasters";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Hysteria Hospital: Emergency Ward";"Nintendo Wii";2009;"Action";"Oxygen Interactive";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Dokapon Journey";"Nintendo DS";2008;"Role-Playing";"Sting";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Ultra Bust-A-Move";"XBOX";2004;"Puzzle";"505 Games";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Rally Fusion: Race of Champions";"XBOX";2002;"Racing";"Activision";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Lucha Libre AAA: Heroes del Ring";"XBOX 360";2010;"Fighting";"Konami Digital Entertainment";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Pony Friends";"Nintendo DS";2007;"Simulation";"Eidos Interactive";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Natural Doctrine";"PS3";2014;"Role-Playing";"Nippon Ichi Software";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Pinball Hall of Fame: The Gottlieb Collection";"Nintendo GameCube";2005;"Misc";"Crave Entertainment";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Ferrari F355 Challenge";"PS2";2002;"Racing";"Sony Computer Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"MorphX";"XBOX 360";2010;"Shooter";"505 Games";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Stranger of Sword City";"PlayStation Vita";2015;"Role-Playing";"Nippon Ichi Software";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Air Traffic Chaos";"Nintendo DS";2007;"Simulation";"Ertain";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Battleship / Connect Four / Sorry! / Trouble";"Nintendo DS";2006;"Puzzle";"Destination Software, Inc";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Prism: Light the Way";"Nintendo DS";2007;"Puzzle";"Eidos Interactive";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Tiny Toon Adventures: Toonenstein - Dare to Scare";"PS";1998;"Action";"Swing! Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"TV Anime: Fairy Tale Gekitou! Madoushi Kessen";"Nintendo DS";2010;"Fighting";"Hudson Soft";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Shifters";"PS2";2002;"Adventure";"3DO";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"RPG Tsukuru DS";"Nintendo DS";2010;"Role-Playing";"Enterbrain";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"WRC 5: FIA World Rally Championship";"PS4";2015;"Sports";"Bigben Interactive";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Earth Defense Force 4.1: The Shadow of New Despair";"PS4";2015;"Shooter";"Xseed Games";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"The BIGS 2";"Nintendo DS";2009;"Sports";"Take-Two Interactive";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Dramatic Dungeon: Sakura Wars - Kimi Arugatame";"Nintendo DS";2008;"Role-Playing";"Sega";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"TNA iMPACT: Cross the Line";"PSP";2010;"Fighting";"SouthPeak Games";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"SpongeBob: HeroPants";"PlayStation Vita";2015;"Platform";"Activision";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Lagoon";"Super Nintendo";1991;"Role-Playing";"Kemco";"Home";"Nintendo";1990;2003;49.1;12.78;3.75;3.54;20.61
"Nanostray 2";"Nintendo DS";2008;"Shooter";"Codemasters";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Project Setsuna";"PlayStation Vita";2016;"Role-Playing";"Square Enix";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Trick x Logic: Season 1";"PSP";2010;"Adventure";"Sony Computer Entertainment";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Mawashite Tsunageru Touch Panic";"Nintendo DS";2006;"Puzzle";"Nintendo";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Luminous Arc Infinity";"PlayStation Vita";2015;"Action";"Marvel Entertainment";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Winning Post 7 2010";"PSP";2010;"Sports";"Tecmo Koei";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Assetto Corsa";"PS4";2016;"Racing";"505 Games";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Batman: Gotham City Racer";"PS";2001;"Racing";"Ubisoft";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Sengoku Basara X";"PS2";2008;"Fighting";"Capcom";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Top Spin 2";"Nintendo DS";2006;"Sports";"Take-Two Interactive";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Doraemon: Nobita no Kyouryuu 2006 DS";"Nintendo DS";2006;"Role-Playing";"Sega";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Ontamarama";"Nintendo DS";2007;"Action";"Atlus";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Hakuoki: Stories of the Shinsengumi";"PS3";2010;"Adventure";"Idea Factory";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"DokiDoki Majo Shinpan!";"Nintendo DS";2007;"Adventure";"SNK Playmore";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Starry ? Sky: In Spring";"PSP";2010;"Misc";"Asgard";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Armored Core: Formula Front Extreme Battle";"PSP";2004;"Simulation";"505 Games";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Downforce";"PS2";2002;"Racing";"Avalon Interactive";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Little Busters! Converted Edition";"PS2";2009;"Adventure";"Prototype";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Enemy Front";"XBOX 360";2014;"Shooter";"Namco Bandai Games";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Dream Salon";"Nintendo Wii";2009;"Misc";"Zoo Games";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Disney's Party";"Nintendo GameCube";2002;"Misc";"Electronic Arts";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Tennis no Oji-Sama: 2005 Crystal Drive";"Nintendo DS";2004;"Sports";"Konami Digital Entertainment";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Jenga World Tour";"Nintendo Wii";2007;"Misc";"Atari";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Summon Night X: Tears Crown";"Nintendo DS";2009;"Role-Playing";"Namco Bandai Games";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Secret Files: Tunguska";"Nintendo DS";2008;"Adventure";"Deep Silver";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Taiho Shichauzo!";"PS";2001;"Adventure";"Pioneer LDC";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Phantom Crash";"XBOX";2002;"Simulation";"Phantagram";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Fishdom";"Nintendo DS";2011;"Puzzle";"Atari";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Yanya Caballista: City Skater";"PS2";2001;"Sports";"Tecmo Koei";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Expendable";"PS";1999;"Action";"Infogrames";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Imagine: Artist";"Nintendo DS";2009;"Misc";"Ubisoft";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Pet Pals: New Leash on Life";"Nintendo DS";2010;"Simulation";"Destineer";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"SeaWorld Adventure Parks: Shamu's Deep Sea Adventure";"Nintendo DS";2005;"Adventure";"Activision";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"The Idolmaster: Gravure For You! Vol. 2";"PS3";2011;"Misc";"Namco Bandai Games";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Arthur! Ready to Race";"PS";2000;"Racing";"The Learning Company";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Thunder Force V: Perfect System";"PS";1998;"Shooter";"TechnoSoft";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"The Typing of the Dead";"Sega Dreamcast";2000;"Shooter";"Sega";"Home";"Sega";1998;2001;9.13;1.26;0.61;0.46;2.42
"The Idolm@ster: Dearly Stars";"Nintendo DS";2009;"Adventure";"Namco Bandai Games";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Kids Learn Music A+ Edition";"Nintendo DS";2011;"Misc";"Unknown";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Child of Light";"PS4";2014;"Role-Playing";"Ubisoft";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Over the Hedge: Hammy Goes Nuts!";"PSP";2006;"Platform";"Activision";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Kart Racer";"Nintendo Wii";2009;"Racing";"Nordic Games";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Bakemonogatari Portable";"PSP";2012;"Action";"Namco Bandai Games";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Sam & Max: Beyond Time and Space";"Nintendo Wii";2010;"Adventure";"Atari";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"To Heart 2: Dungeon Travelers";"PlayStation Vita";2015;"Adventure";"Aqua Plus";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku";"Nintendo DS";2006;"Misc";"Nintendo";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Shrek Super Party";"Nintendo GameCube";2003;"Misc";"TDK Mediactive";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Monster 4x4: Masters of Metal";"Nintendo GameCube";2003;"Racing";"Ubisoft";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Bakusou Kyoudai Let's & Go!! Eternal Wings";"PS";1998;"Racing";"Jaleco";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Caligula";"PlayStation Vita";2016;"Role-Playing";"FuRyu";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Steins;Gate 0";"PlayStation Vita";2015;"Adventure";"PQube";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2";"Nintendo DS";2007;"Action";"Namco Bandai Games";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"NHL Blades of Steel '99";"Nintendo 64";1999;"Sports";"Konami Digital Entertainment";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Lips: Deutsche Partyknaller";"XBOX 360";2009;"Misc";"Microsoft Game Studios";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Apassionata: Die Galanacht der Pferde";"Nintendo DS";2009;"Simulation";"RTL";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Dungeon Raiders";"Nintendo DS";2009;"Role-Playing";"Focus Home Interactive";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Second Sight";"Nintendo GameCube";2004;"Adventure";"Codemasters";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Philosoma";"PS";1995;"Shooter";"Sony Computer Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield";"Sega Saturn";1995;"Misc";"Sega";"Home";"Sega";1994;2000;9.26;0.34;0.26;1.3;1.93
"Marriage Royale: Prism Story";"PSP";2010;"Adventure";"ASCII Media Works";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Super Heroine Chronicle";"PlayStation Vita";2014;"Role-Playing";"Namco Bandai Games";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Kamiwaza";"PS2";2006;"Action";"Acquire";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Rave Master";"Nintendo GameCube";2002;"Fighting";"Konami Digital Entertainment";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"The Technomancer";"PS4";2016;"Role-Playing";"Focus Home Interactive";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Ben 10 Galactic Racing";"PlayStation Vita";2012;"Racing";"D3Publisher";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Kinnikuman Muscle Grand Prix Max";"PS2";2006;"Fighting";"Konami Digital Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Hotel for Dogs";"Nintendo Wii";2009;"Simulation";"505 Games";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Suzuki Super-Bikes II: Riding Challenge";"Nintendo DS";2008;"Racing";"Valcon Games";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Medal of Honor: European Assault (weekly JP sales)";"PS2";2005;"Shooter";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Alias";"XBOX";2004;"Action";"Acclaim Entertainment";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Super Robot Taisen Neo";"Nintendo Wii";2009;"Strategy";"Namco Bandai Games";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"PAC-MAN and the Ghostly Adventures";"Nintendo WiiU";2013;"Platform";"Namco Bandai Games";"Home";"Nintendo";2012;2017;13.56;3.13;2.07;1.27;6.96
"ESPN International Winter Sports 2002";"Nintendo GameCube";2002;"Sports";"Konami Digital Entertainment";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Winter Sports 2011";"PS3";2011;"Sports";"DTP Entertainment";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"OutRun 2006: Coast 2 Coast";"PS2";2006;"Racing";"Sega";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Blues Brothers 2000";"Nintendo 64";2000;"Platform";"Virgin Interactive";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Metal Max 2 Reloaded";"Nintendo DS";2011;"Role-Playing";"Unknown";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"All Star Tennis 99";"Nintendo 64";1999;"Sports";"Ubisoft";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Hercules: The Legendary Journeys";"Nintendo 64";2000;"Role-Playing";"Titus";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Dual Heroes";"Nintendo 64";1997;"Fighting";"Hudson Soft";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Fighter Destiny 2";"Nintendo 64";1999;"Fighting";"Imagineer";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Chameleon Twist 2";"Nintendo 64";1998;"Platform";"Infogrames";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen";"Nintendo DS";2007;"Misc";"Spike";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"PachiPara 14: Fuu to Kumo to Super Umi in Okinawa";"PS2";2007;"Misc";"Irem Software Engineering";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Winning Post World";"PS3";2009;"Sports";"Tecmo Koei";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Arx Fatalis";"XBOX";2003;"Role-Playing";"Mindscape";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Slam Dunk SD Heat Up!!";"Super Nintendo";1995;"Sports";"Namco Bandai Games";"Home";"Nintendo";1990;2003;49.1;12.78;3.75;3.54;20.61
"My Body Coach";"Nintendo Wii";2009;"Sports";"Big Ben Interactive";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Steins;Gate 0";"PS4";2015;"Adventure";"PQube";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Adventure Time: Finn & Jake Investigations";"XBOX One";2015;"Action";"Little Orbit";"Home";"Microsoft";2013;2020;58.5;4.52;2.09;0.01;7.3
"Dead in the Water";"PS";1999;"Action";"ASC Games";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Winning Post 7 2013";"PS3";2013;"Sports";"Tecmo Koei";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Detective Conan: Prelude from the Past";"Nintendo DS";2012;"Action";"Namco Bandai Games";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Sea Monsters: A Prehistoric Adventure";"Nintendo Wii";2007;"Adventure";"Zushi Games";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Atelier Rorona: Alchemist of Arland";"PlayStation Vita";2013;"Role-Playing";"Nippon Ichi Software";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Guilty Gear Dust Strikers";"Nintendo DS";2006;"Fighting";"Majesco Entertainment";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Dark Summit";"Nintendo GameCube";2002;"Sports";"THQ";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!";"Nintendo DS";2010;"Adventure";"Namco Bandai Games";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"George of the Jungle and the Search for the Secret";"Nintendo DS";2008;"Platform";"Ignition Entertainment";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Sengoku Basara 4: Sumeragi";"PS4";2015;"Action";"Capcom";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases";"PSP";2006;"Adventure";"Namco Bandai Games";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu";"Super Nintendo";1994;"Misc";"Vap";"Home";"Nintendo";1990;2003;49.1;12.78;3.75;3.54;20.61
"Corpse Party: Blood Covered - Repeated Fear";"PSP";2010;"Adventure";"5pb";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"The Lost Treasures of Alexandria";"Nintendo DS";2011;"Puzzle";"Unknown";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Chronicles of the Sword";"PS";1996;"Adventure";"Psygnosis";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Hail to the Chimp";"PS3";2008;"Misc";"Gamecock";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Keiba Eight Special";"Super Nintendo";1993;"Sports";"Misawa";"Home";"Nintendo";1990;2003;49.1;12.78;3.75;3.54;20.61
"Yaiba: Ninja Gaiden Z";"XBOX 360";2014;"Action";"Tecmo Koei";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Harukanaru Toki no Naka de 3";"PS2";2004;"Adventure";"Tecmo Koei";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.";"Nintendo GameCube";2005;"Platform";"Global Star";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Reel Fishing: The Great Outdoors";"PSP";2006;"Sports";"Natsume";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Assassin's Creed: Altair's Chronicles";"Nintendo DS";2008;"Platform";"Ubisoft";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Pirates vs Ninja Dodgeball";"Nintendo Wii";2009;"Sports";"SouthPeak Games";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Guild 01";"Nintendo 3DS";2012;"Action";"Level 5";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"Nike+ Kinect Training";"XBOX 360";2012;"Sports";"Microsoft Game Studios";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Durarara!! 3-way Standoff";"PSP";2010;"Adventure";"ASCII Media Works";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Cartoon Network Racing";"Nintendo DS";2006;"Action";"Game Factory";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Tokimeki Memorial Girl's Side 2nd Kiss";"PS2";2006;"Adventure";"Konami Digital Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Fushigi no Dungeon: Fuurai no Shiren 3 Portable";"PSP";2010;"Role-Playing";"Spike";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Active Life: Magical Carnival";"Nintendo Wii";2011;"Misc";"Namco Bandai Games";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Hokuto no Ken";"PS2";2007;"Fighting";"Sega";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Yu-Gi-Oh! GX: Spirit Caller (Japan Sales)";"Nintendo DS";2006;"Misc";"Konami Digital Entertainment";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Stretch Panic";"PS2";2001;"Platform";"Midas Interactive Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Chousoku Henkei Gyrozetter: Albatross no Tsubasa";"Nintendo 3DS";2013;"Role-Playing";"Square Enix";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"Baku Baku";"Sega Saturn";1995;"Puzzle";"Sega";"Home";"Sega";1994;2000;9.26;0.34;0.26;1.3;1.93
"Pro Cycling Manager 2016";"PS4";2016;"Sports";"Focus Home Interactive";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"SD Gundam: Over Galaxian";"PS";1996;"Shooter";"Namco Bandai Games";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Rogue Ops";"Nintendo GameCube";2003;"Action";"Kemco";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Smart Kid's Party Fun Pak";"Nintendo DS";2008;"Misc";"UFO Interactive";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"MXGP 2";"XBOX One";2016;"Racing";"Milestone S.r.l.";"Home";"Microsoft";2013;2020;58.5;4.52;2.09;0.01;7.3
"Virtua Tennis 3";"XBOX 360";2007;"Sports";"Sega";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"BeatMania IIDX 3rd Style";"PS2";2000;"Simulation";"Konami Digital Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Yu-Gi-Oh! World Championship 2007";"Nintendo DS";2007;"Strategy";"Konami Digital Entertainment";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Hummer Badlands";"PS2";2006;"Racing";"Global Star";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Woody Woodpecker: Escape from Buzz Buzzard Park";"PS2";2001;"Platform";"DreamCatcher Interactive";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o";"PS2";2007;"Adventure";"505 Games";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Furu Furu Park";"Nintendo Wii";2007;"Misc";"Taito";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Monster Band";"Nintendo DS";2008;"Misc";"Tivola";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Alter Echo";"XBOX";2003;"Shooter";"THQ";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"BeatMania IIDX 4th Style: New Songs Collection";"PS2";2001;"Simulation";"Konami Digital Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore";"Nintendo DS";2008;"Misc";"Benesse";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"G1 Grand Prix";"Nintendo 3DS";2012;"Action";"Genki";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"QUIZ PARTY";"Nintendo Wii";2012;"Misc";"Nintendo";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"MTX Mototrax";"PSP";2006;"Racing";"Activision";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Houkago Shounen";"Nintendo DS";2008;"Misc";"Konami Digital Entertainment";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"The Grim Adventures of Billy & Mandy";"Nintendo Wii";2006;"Action";"Midway Games";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Classic Dungeon X2";"PSP";2011;"Role-Playing";"Nippon Ichi Software";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Whirl Tour";"Nintendo GameCube";2002;"Sports";"Vivendi Games";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Major League Baseball 2K11";"PS2";2011;"Sports";"Take-Two Interactive";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Power Spike Pro Beach Volleyball";"PS";2000;"Sports";"Infogrames";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
